mouse,session,geno,trial,result,,
Mouse7,2,Last20,195,1,,
Mouse7,2,Last20,196,1,,
Mouse7,2,Last20,197,1,,
Mouse7,2,Last20,198,0,,
Mouse7,3,First20,1,1,,
Mouse7,3,First20,2,0,,
Mouse7,3,First20,3,1,,
Mouse7,3,First20,4,1,,
Mouse7,3,First20,5,1,,
Mouse7,3,First20,6,0,,
Mouse7,3,First20,7,1,,
Mouse7,3,First20,8,0,,
Mouse7,3,First20,9,0,,
Mouse7,3,First20,10,0,,
Mouse7,3,First20,11,1,,
Mouse7,3,First20,12,1,,
Mouse7,3,First20,13,1,,
Mouse7,3,First20,14,0,,
Mouse7,3,First20,15,1,,
Mouse7,3,First20,16,0,,
Mouse7,3,First20,17,1,,
Mouse7,3,First20,18,0,,
Mouse7,3,First20,19,1,,
Mouse7,3,First20,20,0,,
Mouse7,3,Last20,109,0,,
Mouse7,3,Last20,110,1,,
Mouse7,3,Last20,111,0,,
Mouse7,3,Last20,112,1,,
Mouse7,3,Last20,113,0,,
Mouse7,3,Last20,114,1,,
Mouse7,3,Last20,115,1,,
Mouse7,3,Last20,116,1,,
Mouse7,3,Last20,117,1,,
Mouse7,3,Last20,118,0,,
Mouse7,3,Last20,119,1,,
Mouse7,3,Last20,120,0,,
Mouse7,3,Last20,121,1,,
Mouse7,3,Last20,122,1,,
Mouse7,3,Last20,123,0,,
Mouse7,3,Last20,124,1,,
Mouse7,3,Last20,125,1,,
Mouse7,3,Last20,126,1,,
Mouse7,3,Last20,127,1,,
Mouse7,3,Last20,128,1,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
